,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
188,150,1,0,1,0,1,2.0,122.0,2,680.0,106.0,110.0,90.0,154.0,90.0,130.0,3.0,0.0,306.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
189,150,1,0,1,0,2,2.3,127.0,1,780.0,106.0,190.0,100.0,154.0,100.0,130.0,3.0,0.0,351.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
190,150,1,0,1,0,1,1.5,33.0,1,780.0,106.0,150.0,70.0,194.0,120.0,140.0,3.0,0.0,351.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
191,151,1,0,0,1,1,0.4,4.0,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
192,152,2,0,0,0,1,0.9,6.4,2,318.0,45.0,49.0,65.0,49.0,65.0,45.0,45.0,70.0,64.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
193,153,2,0,0,0,1,1.2,15.8,2,405.0,60.0,62.0,80.0,63.0,80.0,60.0,45.0,70.0,142.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
194,154,2,0,0,0,1,1.8,100.5,2,525.0,80.0,82.0,100.0,83.0,100.0,80.0,45.0,70.0,236.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
195,155,2,0,0,0,1,0.5,7.9,2,309.0,39.0,52.0,43.0,60.0,50.0,65.0,45.0,70.0,62.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
196,156,2,0,0,0,1,0.9,19.0,2,405.0,58.0,64.0,58.0,80.0,65.0,80.0,45.0,70.0,142.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
197,157,2,0,0,0,1,1.7,79.5,2,534.0,78.0,84.0,78.0,109.0,85.0,100.0,45.0,70.0,240.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
198,158,2,0,0,0,1,0.6,9.5,2,314.0,50.0,65.0,64.0,44.0,48.0,43.0,45.0,70.0,63.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
199,159,2,0,0,0,1,1.1,25.0,2,405.0,65.0,80.0,80.0,59.0,63.0,58.0,45.0,70.0,142.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
200,160,2,0,0,0,1,2.3,88.8,2,530.0,85.0,105.0,100.0,79.0,83.0,78.0,45.0,70.0,239.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
201,161,2,0,0,0,1,0.8,6.0,3,215.0,35.0,46.0,34.0,35.0,45.0,20.0,255.0,70.0,43.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
202,162,2,0,0,0,1,1.8,32.5,3,415.0,85.0,76.0,64.0,45.0,55.0,90.0,90.0,70.0,145.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
203,163,2,0,0,0,2,0.7,21.2,3,262.0,60.0,30.0,30.0,36.0,56.0,50.0,255.0,70.0,52.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
204,164,2,0,0,0,2,1.6,40.8,3,452.0,100.0,50.0,50.0,86.0,96.0,70.0,90.0,70.0,158.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
205,165,2,0,0,0,2,1.0,10.8,3,265.0,40.0,20.0,30.0,40.0,80.0,55.0,255.0,70.0,53.0,1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
206,166,2,0,0,0,2,1.4,35.6,3,390.0,55.0,35.0,50.0,55.0,110.0,85.0,90.0,70.0,137.0,1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
207,167,2,0,0,0,2,0.5,8.5,3,250.0,40.0,60.0,40.0,40.0,40.0,30.0,255.0,70.0,50.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
208,168,2,0,0,0,2,1.1,33.5,3,400.0,70.0,90.0,70.0,60.0,70.0,40.0,90.0,70.0,140.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
209,169,2,0,0,0,2,1.8,75.0,2,535.0,85.0,90.0,80.0,70.0,80.0,130.0,90.0,70.0,241.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
210,170,2,0,0,0,2,0.5,12.0,3,330.0,75.0,38.0,38.0,56.0,56.0,67.0,190.0,70.0,66.0,1,50.0,20.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
211,171,2,0,0,0,2,1.2,22.5,3,460.0,125.0,58.0,58.0,76.0,76.0,67.0,75.0,70.0,161.0,1,50.0,20.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
212,172,2,0,0,0,1,0.3,2.0,2,205.0,20.0,40.0,15.0,35.0,35.0,60.0,190.0,70.0,41.0,1,50.0,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
213,173,2,0,0,0,1,0.3,3.0,3,218.0,50.0,25.0,28.0,45.0,55.0,15.0,150.0,140.0,44.0,1,25.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
214,174,2,0,0,0,2,0.3,1.0,3,210.0,90.0,30.0,15.0,40.0,20.0,15.0,170.0,70.0,42.0,1,25.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
215,175,2,0,0,0,1,0.3,1.5,3,245.0,35.0,20.0,65.0,40.0,65.0,20.0,190.0,70.0,49.0,1,87.5,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
216,176,2,0,0,0,2,0.6,3.2,3,405.0,55.0,40.0,85.0,80.0,105.0,40.0,75.0,70.0,142.0,2,87.5,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
217,177,2,0,0,0,2,0.2,2.0,3,320.0,40.0,50.0,45.0,70.0,45.0,70.0,190.0,70.0,64.0,1,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
218,178,2,0,0,0,2,1.5,15.0,3,470.0,65.0,75.0,70.0,95.0,70.0,95.0,75.0,70.0,165.0,1,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
219,179,2,0,0,0,1,0.6,7.8,2,280.0,55.0,40.0,40.0,65.0,45.0,35.0,235.0,70.0,56.0,2,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
220,180,2,0,0,0,1,0.8,13.3,2,365.0,70.0,55.0,55.0,80.0,60.0,45.0,120.0,70.0,128.0,2,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
221,181,2,0,0,0,1,1.4,61.5,2,510.0,90.0,75.0,85.0,115.0,90.0,55.0,45.0,70.0,230.0,2,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
222,181,2,0,0,0,2,1.4,61.5,1,610.0,90.0,95.0,105.0,165.0,110.0,45.0,45.0,70.0,275.0,2,50.0,20.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
223,182,2,0,0,0,1,0.4,5.8,2,490.0,75.0,80.0,95.0,90.0,100.0,50.0,45.0,70.0,221.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
224,183,2,0,0,0,2,0.4,8.5,3,250.0,70.0,20.0,50.0,20.0,50.0,40.0,190.0,70.0,88.0,2,50.0,10.0,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
225,184,2,0,0,0,2,0.8,28.5,3,420.0,100.0,50.0,80.0,60.0,80.0,50.0,75.0,70.0,189.0,2,50.0,10.0,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
226,185,2,0,0,0,1,1.2,38.0,3,410.0,70.0,100.0,115.0,30.0,65.0,30.0,65.0,70.0,144.0,1,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
227,186,2,0,0,0,1,1.1,33.9,3,500.0,90.0,75.0,75.0,90.0,100.0,70.0,45.0,70.0,225.0,1,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
228,187,2,0,0,0,2,0.4,0.5,3,250.0,35.0,35.0,40.0,35.0,55.0,50.0,255.0,70.0,50.0,2,50.0,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
229,188,2,0,0,0,2,0.6,1.0,3,340.0,55.0,45.0,50.0,45.0,65.0,80.0,120.0,70.0,119.0,2,50.0,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
230,189,2,0,0,0,2,0.8,3.0,3,460.0,75.0,55.0,70.0,55.0,95.0,110.0,45.0,70.0,207.0,2,50.0,20.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
231,190,2,0,0,0,1,0.8,11.5,3,360.0,55.0,70.0,55.0,40.0,55.0,85.0,45.0,70.0,72.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
232,191,2,0,0,0,1,0.3,1.8,3,180.0,30.0,30.0,30.0,30.0,30.0,30.0,235.0,70.0,36.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
233,192,2,0,0,0,1,0.8,8.5,3,425.0,75.0,75.0,55.0,105.0,85.0,30.0,120.0,70.0,149.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
234,193,2,0,0,0,2,1.2,38.0,3,390.0,65.0,65.0,45.0,75.0,45.0,95.0,75.0,70.0,78.0,1,50.0,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
235,194,2,0,0,0,2,0.4,8.5,3,210.0,55.0,45.0,45.0,25.0,25.0,15.0,255.0,70.0,42.0,2,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
236,195,2,0,0,0,2,1.4,75.0,3,430.0,95.0,85.0,85.0,65.0,65.0,35.0,90.0,70.0,151.0,2,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
237,196,2,0,0,0,1,0.9,26.5,2,525.0,65.0,65.0,60.0,130.0,95.0,110.0,45.0,70.0,184.0,1,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
238,197,2,0,0,0,1,1.0,27.0,2,525.0,95.0,65.0,110.0,60.0,130.0,65.0,45.0,35.0,184.0,1,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
239,198,2,0,0,0,2,2.0,79.5,3,490.0,95.0,75.0,80.0,100.0,110.0,30.0,70.0,70.0,172.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
240,199,2,0,0,0,0,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
241,200,2,0,0,0,1,0.7,1.0,1,435.0,60.0,60.0,60.0,85.0,85.0,85.0,45.0,35.0,87.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
242,201,2,0,0,0,1,0.5,5.0,1,336.0,48.0,72.0,48.0,72.0,48.0,48.0,225.0,70.0,118.0,1,,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
243,202,2,0,0,0,1,1.3,28.5,2,405.0,190.0,33.0,58.0,33.0,58.0,33.0,45.0,70.0,142.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
244,203,2,0,0,0,2,1.5,41.5,3,455.0,70.0,80.0,65.0,90.0,65.0,85.0,60.0,70.0,159.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
245,204,2,0,0,0,1,0.6,7.2,2,290.0,50.0,65.0,90.0,35.0,35.0,15.0,190.0,70.0,58.0,1,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
246,205,2,0,0,0,2,1.2,125.8,2,465.0,75.0,90.0,140.0,60.0,60.0,40.0,75.0,70.0,163.0,1,50.0,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
247,206,2,0,0,0,1,1.5,14.0,3,415.0,100.0,70.0,70.0,65.0,65.0,45.0,190.0,70.0,145.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
248,207,2,0,0,0,2,1.1,64.8,3,430.0,65.0,75.0,105.0,35.0,65.0,85.0,60.0,70.0,86.0,1,50.0,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
249,208,2,0,0,0,2,9.2,400.0,3,510.0,75.0,85.0,200.0,55.0,65.0,30.0,25.0,70.0,179.0,1,50.0,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
250,208,2,0,0,0,2,10.5,740.0,1,610.0,75.0,125.0,230.0,55.0,95.0,30.0,25.0,70.0,214.0,1,50.0,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
251,209,2,0,0,0,1,0.6,7.8,3,300.0,60.0,80.0,50.0,40.0,40.0,30.0,190.0,70.0,60.0,2,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
252,210,2,0,0,0,1,1.4,48.7,3,450.0,90.0,120.0,75.0,60.0,60.0,45.0,75.0,70.0,158.0,2,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
253,211,2,0,0,0,2,0.5,3.9,3,440.0,65.0,95.0,85.0,55.0,55.0,85.0,45.0,70.0,88.0,1,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
254,212,2,0,0,0,2,1.8,118.0,3,500.0,70.0,130.0,100.0,55.0,80.0,65.0,25.0,70.0,175.0,1,50.0,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
255,212,2,0,0,0,2,2.0,125.0,1,600.0,70.0,150.0,140.0,65.0,100.0,75.0,25.0,70.0,210.0,1,50.0,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
256,213,2,0,0,0,2,0.6,20.5,3,505.0,20.0,10.0,230.0,10.0,230.0,5.0,190.0,70.0,177.0,1,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
257,214,2,0,0,0,2,1.5,54.0,3,500.0,80.0,125.0,75.0,40.0,95.0,85.0,45.0,70.0,175.0,1,50.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
258,214,2,0,0,0,2,1.7,62.5,1,600.0,80.0,185.0,115.0,40.0,105.0,75.0,45.0,70.0,210.0,1,50.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
259,215,2,0,0,0,2,0.9,28.0,3,430.0,55.0,95.0,55.0,35.0,75.0,115.0,60.0,35.0,86.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
260,216,2,0,0,0,1,0.6,8.8,3,330.0,60.0,80.0,50.0,50.0,50.0,40.0,120.0,70.0,66.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
261,217,2,0,0,0,1,1.8,125.8,3,500.0,90.0,130.0,75.0,75.0,75.0,55.0,60.0,70.0,175.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
262,218,2,0,0,0,1,0.7,35.0,3,250.0,40.0,40.0,40.0,70.0,40.0,20.0,190.0,70.0,50.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
263,219,2,0,0,0,2,0.8,55.0,3,430.0,60.0,50.0,120.0,90.0,80.0,30.0,75.0,70.0,151.0,1,50.0,20.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
264,220,2,0,0,0,2,0.4,6.5,3,250.0,50.0,50.0,40.0,30.0,30.0,50.0,225.0,70.0,50.0,1,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
265,221,2,0,0,0,2,1.1,55.8,3,450.0,100.0,100.0,80.0,60.0,60.0,50.0,75.0,70.0,158.0,1,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
266,222,2,0,0,0,2,0.6,5.0,3,410.0,65.0,55.0,95.0,65.0,95.0,35.0,60.0,70.0,144.0,2,25.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,222,2,0,0,0,1,0.6,0.5,2,410.0,60.0,55.0,100.0,65.0,100.0,30.0,,,,2,,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
268,223,2,0,0,0,1,0.6,12.0,3,300.0,35.0,65.0,35.0,65.0,35.0,65.0,190.0,70.0,60.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
269,224,2,0,0,0,1,0.9,28.5,3,480.0,75.0,105.0,75.0,105.0,75.0,45.0,75.0,70.0,168.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
270,225,2,0,0,0,2,0.9,16.0,3,330.0,45.0,55.0,45.0,65.0,45.0,75.0,45.0,70.0,116.0,2,50.0,20.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
271,226,2,0,0,0,2,2.1,220.0,3,485.0,85.0,40.0,70.0,80.0,140.0,70.0,25.0,70.0,170.0,1,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
272,227,2,0,0,0,2,1.7,50.5,3,465.0,65.0,80.0,140.0,40.0,70.0,70.0,25.0,70.0,163.0,1,50.0,25.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
273,228,2,0,0,0,2,0.6,10.8,3,330.0,45.0,60.0,30.0,80.0,50.0,65.0,120.0,35.0,66.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
274,229,2,0,0,0,2,1.4,35.0,3,500.0,75.0,90.0,50.0,110.0,80.0,95.0,45.0,35.0,175.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
275,229,2,0,0,0,2,1.9,49.5,1,600.0,75.0,90.0,90.0,140.0,90.0,115.0,45.0,35.0,210.0,1,50.0,20.0,1.0,0.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
276,230,2,0,0,0,2,1.8,152.0,3,540.0,75.0,95.0,95.0,95.0,95.0,85.0,45.0,70.0,243.0,2,50.0,20.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
277,231,2,0,0,0,1,0.5,33.5,2,330.0,90.0,60.0,60.0,40.0,40.0,40.0,120.0,70.0,66.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
278,232,2,0,0,0,1,1.1,120.0,2,500.0,90.0,120.0,120.0,60.0,60.0,50.0,60.0,70.0,175.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
279,233,2,0,0,0,1,0.6,32.5,3,515.0,85.0,80.0,90.0,105.0,95.0,60.0,45.0,70.0,180.0,1,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
280,234,2,0,0,0,1,1.4,71.2,3,465.0,73.0,95.0,62.0,85.0,65.0,85.0,45.0,70.0,163.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
281,235,2,0,0,0,1,1.2,58.0,3,250.0,55.0,20.0,35.0,20.0,45.0,75.0,45.0,70.0,88.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
282,236,2,0,0,0,1,0.7,21.0,3,210.0,35.0,35.0,35.0,35.0,35.0,35.0,75.0,70.0,42.0,1,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
